DATE;TIME;ZAT;OZNAKA;TIP_DOK;BR_DOK;POBROJ;MAG;IMEMAG;KOMINT;IMEKOM;DATUM;VALUTA;PLATENO;AZUR;NALOG;DOLGUVA;POBARUVA;FAKIZNOS;TRANSPORT;CARINA;UTOVAR;TROSOCI;NACINISPOR;TOVARLIST;VOZILO;PRIMIL;PORIZJAVA;MANIPUL;SIFCAR;IMECAR;SIFTRANS;IMETRANS;SIFSPED;IMESPED;DDV19;DDV5;DOK1;DOK2;DOK3;DOK4
27.10.2025;11:41:30;;;2;000752;;100;\OR^E;75;BURGER ZONE GRIL DOOEL SKOPJE;22.05.2025;29.05.2025;;;;9261,00;;8820,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;441,00;;;;
26.05.2025;08:40:36;;;2;000753;saraj;100;\OR^E;187;DAUTI-KOMERC KE[&KERI;23.05.2025;22.06.2025;;;;160398,00;;152760,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;7638,00;;;;
26.05.2025;08:41:25;;;2;000754;;100;\OR^E;40;EUROEDIL-HOLDING DOOEL;23.05.2025;30.05.2025;;;;1411,00;;1344,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;67,00;;;;
26.05.2025;08:42:12;;;2;000755;ZUR market-17 lira;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;23.05.2025;22.06.2025;;;;5238,00;;4989,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;249,00;;;;
26.05.2025;08:43:06;;;2;000756;ambasada;100;\OR^E;1168;TP SENDVI^ARA 7;23.05.2025;30.05.2025;;;;1320,00;;1257,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;63,00;;;;
26.05.2025;15:35:22;;;2;000757;;100;\OR^E;160;DOOEL A.M. OHRID;26.05.2025;02.06.2025;;;;46653,00;;44431,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;2221,50;;;;
26.05.2025;15:36:30;;;2;000758;DIM market-22 gor^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;26.05.2025;25.06.2025;;;;13906,00;;13243,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;663,00;;;;
23.06.2025;14:44:02;;;2;000759;saraj;100;\OR^E;63;DERVENT PRODUKT DOOEL SKOPJE;26.05.2025;02.06.2025;;;;37001,50;;35240,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1761,50;;;;
26.06.2025;08:44:36;;;5;000084;;100;\OR^E;100;MAGACIN \OR^E;25.05.2025;25.05.2025;;;;;;0,00;0,00;0,00;1,000000;0,00;;;;;;0,00;0;;0;;0;;0,00;0,00;;;;
26.05.2025;15:41:25;;;2;000760;S.glumovo;100;\OR^E;836;EURO-IS-GRUP S.GLUMOVO;26.05.2025;02.06.2025;;;;49007,00;;46673,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;2333,50;;;;
26.05.2025;15:42:38;;;2;000761;SUPER TINEKS-2 zebra;100;\OR^E;1201;TINEKS MT;26.05.2025;24.08.2025;;;;7162,00;;6821,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;341,00;;;;
27.05.2025;14:16:52;;;2;000762;SUPER TINEKS-4 kon^ar;100;\OR^E;1201;TINEKS MT;27.05.2025;25.08.2025;;;;1470,00;;1400,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;70,00;;;;
27.05.2025;14:19:54;;;2;000763;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;27.05.2025;26.07.2025;;;;6780,50;;6458,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;322,00;;;;
27.05.2025;14:21:56;;;2;000764;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;27.05.2025;25.08.2025;;;;2730,00;;2600,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;130,00;;;;
27.05.2025;14:22:56;;;2;000765;VERO-10 k.voda;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;27.05.2025;26.07.2025;;;;2406,50;;2292,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;114,50;;;;
27.05.2025;14:23:27;;;2;000766;REPTIL-6 simpo;100;\OR^E;1225;REPTIL DPTU;27.05.2025;26.06.2025;;;;2709,00;;2580,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;129,00;;;;
27.05.2025;14:24:30;;;2;000767;VERO-5 centar;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;27.05.2025;26.07.2025;;;;1838,50;;1751,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;87,00;;;;
27.05.2025;14:24:58;;;2;000768;SUPER TINEKS-16 east gate;100;\OR^E;1201;TINEKS MT;27.05.2025;25.08.2025;;;;5271,50;;5020,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;251,00;;;;
27.05.2025;14:25:39;;;2;000769;leptokarija;100;\OR^E;1168;TP SENDVI^ARA 7;27.05.2025;03.06.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
27.05.2025;14:26:01;;;2;000770;REPTIL-10 butel;100;\OR^E;1225;REPTIL DPTU;27.05.2025;26.06.2025;;;;2487,00;;2368,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;118,50;;;;
29.05.2025;08:16:44;;;2;000771;pod.ramstore taftalixe;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;28.05.2025;27.07.2025;;;;3996,00;;3805,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;191,00;;;;
29.05.2025;08:17:43;;;2;000772;VERO-1 aerodrom;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;28.05.2025;27.07.2025;;;;1569,00;;1494,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;74,50;;;;
29.05.2025;08:20:03;;;2;000773;s.glumovo;100;\OR^E;1213;ADRIJUS D.O.O.;28.05.2025;04.06.2025;;;;87979,50;;83790,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;4189,50;;;;
29.05.2025;08:21:05;;;2;000774;podr.ramstore star aerodrom;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;28.05.2025;27.07.2025;;;;3980,50;;3791,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;189,50;;;;
29.05.2025;08:21:45;;;2;000775;;100;\OR^E;1028;MAKROPROM;28.05.2025;04.06.2025;;;;17955,00;;17100,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;855,00;;;;
29.05.2025;08:22:30;;;2;000776;ZUR market-8 n.lisi^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;28.05.2025;27.06.2025;;;;3654,00;;3480,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;174,00;;;;
29.10.2025;12:33:02;;;2;000777;;100;\OR^E;1371;SER@;28.05.2025;04.06.2025;;;;7121,50;;6783,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;338,50;;;;
29.05.2025;08:23:51;;;2;000778;REPTIL-12 g.nerezi;100;\OR^E;1225;REPTIL DPTU;28.05.2025;27.06.2025;;;;1827,00;;1740,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;87,00;;;;
29.05.2025;08:24:21;;;2;000779;REPTIL-13 maxari;100;\OR^E;1125;SKOPSKA PIVARA;28.05.2025;27.06.2025;;;;4974,00;;4737,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;237,00;;;;
29.05.2025;08:26:22;;;2;000780;;100;\OR^E;885;TRGOPRODUKT DOO STRUMICA;28.05.2025;04.06.2025;;;;25210,00;;24009,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1200,50;;;;
30.05.2025;09:13:16;;;2;000781;lapuerta centar;100;\OR^E;24;PLANET PI ES DOOOEL;29.05.2025;05.06.2025;;;;2766,00;;2634,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;131,50;;;;
30.05.2025;09:15:06;;;2;000782;GIGO TREJD-2 gor^e;100;\OR^E;2008;GIGO-TREJD;29.05.2025;05.06.2025;;;;4269,50;;4066,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;203,50;;;;
30.05.2025;09:16:02;;;2;000783;TINEKS karpo[-4;100;\OR^E;1201;TINEKS MT;29.05.2025;27.08.2025;;;;2861,50;;2725,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;136,50;;;;
30.05.2025;14:02:22;;;2;000784;podr.ramstore karpo[;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;29.05.2025;28.07.2025;;;;2971,50;;2830,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;141,50;;;;
30.05.2025;14:01:41;;;2;000785;VERO- n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;30.05.2025;29.07.2025;;;;3465,50;;3300,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;165,00;;;;
30.05.2025;14:04:32;;;2;000786;TINEKS porta aerodrom;100;\OR^E;1201;TINEKS MT;30.05.2025;28.08.2025;;;;4714,50;;4490,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;224,50;;;;
29.07.2025;09:50:13;;;2;000787;SUPER TINEKS-15 maj^in dom;100;\OR^E;1201;TINEKS MT;30.05.2025;28.08.2025;;;;5377,00;;5121,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;256,00;;;;
29.07.2025;09:51:17;;;2;000788;;100;\OR^E;1348;KVATRO;30.05.2025;06.06.2025;;;;14829,50;;14123,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;706,50;;;;
30.05.2025;14:06:37;;;2;000789;REPTIL-3 k.voda;100;\OR^E;1225;REPTIL DPTU;30.05.2025;29.06.2025;;;;2460,00;;2343,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;117,00;;;;
30.05.2025;14:07:24;;;2;000790;rabotilnica;100;\OR^E;1168;TP SENDVI^ARA 7;30.05.2025;06.06.2025;;;;21995,00;;20947,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1047,50;;;;
03.06.2025;14:08:52;;;9;000043;;100;\OR^E;73;DONER NEAT SARAJ;03.06.2025;03.06.2025;;;;2205,00;;2100,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;105,00;;;;
03.06.2025;14:27:46;;;2;000791;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;03.06.2025;02.08.2025;;;;5793,50;;5518,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;275,50;;;;
03.06.2025;14:26:24;;;2;000792;podr.ramstore vardar;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;03.06.2025;02.08.2025;;;;2572,50;;2450,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;122,50;;;;
03.06.2025;14:27:56;;;2;000793;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;03.06.2025;01.09.2025;;;;3570,50;;3400,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;170,00;;;;
04.06.2025;14:07:29;;;2;000794;SUPER TINEKS-4 kon^ar;100;\OR^E;1201;TINEKS MT;03.06.2025;01.09.2025;;;;2971,50;;2830,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;141,50;;;;
03.06.2025;14:29:00;;;2;000795;;100;\OR^E;1301;MEDISON T.P.;03.06.2025;03.06.2025;;;;18540,50;;17657,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;883,00;;;;
04.06.2025;08:40:41;;;9;000044;;100;\OR^E;8;RESTORAN FA-FA SKOPJE;04.06.2025;04.06.2025;;;;6405,00;;6100,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;305,00;;;;
04.06.2025;14:08:27;;;2;000796;pod.ramstore xevahir;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;04.06.2025;03.08.2025;;;;4126,50;;3930,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;196,50;;;;
04.06.2025;14:09:22;;;2;000797;VERO-12 karpo[-4 (sity moll);100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;04.06.2025;03.08.2025;;;;5255,00;;5005,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;249,50;;;;
05.06.2025;15:20:26;;;2;000798;VERO-9n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;04.06.2025;03.08.2025;;;;3962,50;;3774,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;188,50;;;;
04.06.2025;14:12:32;;;2;000799;TINEKS-delikatesen(beko);100;\OR^E;1201;TINEKS MT;04.06.2025;02.09.2025;;;;10133,50;;9651,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;482,50;;;;
04.06.2025;14:14:34;;;2;000800;TINEKS-karpo[-3;100;\OR^E;1201;TINEKS MT;04.06.2025;02.09.2025;;;;1984,50;;1890,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;94,50;;;;
18.07.2025;14:56:55;;;2;000801;;100;\OR^E;66;MKB-MISA STRUGA DOO;04.06.2025;11.06.2025;;;;2633,50;;2508,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;125,50;;;;
04.06.2025;14:16:11;;;2;000802;REPTIL market-2 (mesara);100;\OR^E;1225;REPTIL DPTU;04.06.2025;04.07.2025;;;;2887,50;;2750,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;137,50;;;;
05.06.2025;08:49:31;;;2;000803;restoran fotka;100;\OR^E;902;LUKSEMURG KOMERC PERO DOOEL SKOPJE;04.06.2025;11.06.2025;;;;2835,00;;2700,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;135,00;;;;
05.06.2025;09:13:55;;;9;000045;;100;\OR^E;958;BURGER HAUS DOOEL TETOVO;04.06.2025;04.06.2025;;;;7110,00;;6771,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;338,50;;;;
05.06.2025;15:21:03;;;2;000804;REPTIL-10 butel;100;\OR^E;1225;REPTIL DPTU;05.06.2025;05.07.2025;;;;4326,00;;4120,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;206,00;;;;
05.06.2025;15:21:52;;;2;000805;REPTIL-14 lisi^e;100;\OR^E;1225;REPTIL DPTU;05.06.2025;05.07.2025;;;;6153,00;;5860,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;293,00;;;;
17.06.2025;09:32:24;;;2;000806;;100;\OR^E;1028;MAKROPROM;05.06.2025;12.06.2025;;;;19631,00;;18696,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;935,00;;;;
05.06.2025;15:25:14;;;2;000807;REPTIL-1 rizveltova;100;\OR^E;1225;REPTIL DPTU;05.06.2025;05.07.2025;;;;8163,00;;7774,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;388,50;;;;
17.06.2025;09:47:55;;;2;000808;;100;\OR^E;877;INTEGRAL DOOEL;05.06.2025;20.06.2025;;;;8020,50;;7638,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;382,50;;;;
05.06.2025;15:28:46;;;2;000809;TINEKS aerodrom;100;\OR^E;1201;TINEKS MT;05.06.2025;03.09.2025;;;;4557,00;;4340,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;217,00;;;;
05.06.2025;15:36:24;;;2;000810;podr.ramstore -11 aerodrom;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;05.06.2025;04.08.2025;;;;1984,50;;1890,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;94,50;;;;
05.06.2025;15:37:08;;;2;000811;podr.ramstore city moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;05.06.2025;04.08.2025;;;;1292,00;;1230,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;61,50;;;;
17.06.2025;09:50:37;;;2;000812;podr.ramstore topansko pole;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;05.06.2025;04.08.2025;;;;6583,50;;6270,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;313,50;;;;
23.06.2025;10:00:02;;;2;000813;;100;\OR^E;1434;MARJAN-KOOP DOOEL SKOPJE;09.06.2025;16.06.2025;;;;5436,50;;5177,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;259,00;;;;
18.07.2025;14:59:09;;;2;000814;;100;\OR^E;160;DOOEL A.M. OHRID;09.06.2025;16.06.2025;;;;8379,00;;7980,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;399,00;;;;
29.07.2025;10:03:11;;;2;000815;;100;\OR^E;69;UBAC T.P. GOSTILNICA;09.06.2025;16.06.2025;;;;3049,00;;2904,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;145,00;;;;
09.06.2025;14:42:18;;;2;000816;SUPER TINEKS-15 pra[ka;100;\OR^E;1201;TINEKS MT;09.06.2025;07.09.2025;;;;2522,00;;2402,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;120,00;;;;
09.06.2025;14:45:07;;;2;000817;ZUR market-20 karpo[-1;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;09.06.2025;09.07.2025;;;;3402,00;;3240,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;162,00;;;;
09.06.2025;14:47:05;;;2;000818;ZUR market-10 centar;100;\OR^E;74;EURO MARKET-DATI SKOPJE;09.06.2025;09.07.2025;;;;2667,00;;2540,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;127,00;;;;
09.06.2025;14:47:58;;;2;000819;TINEKS hrom;100;\OR^E;1201;TINEKS MT;09.06.2025;07.09.2025;;;;4775,00;;4547,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;227,50;;;;
09.06.2025;14:49:04;;;2;000820;;100;\OR^E;160;DOOEL A.M. OHRID;09.06.2025;16.06.2025;;;;37705,50;;35910,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1795,50;;;;
11.06.2025;08:51:44;;;2;000821;TINEKS delikatesen(buWakovec);100;\OR^E;1201;TINEKS MT;10.06.2025;08.09.2025;;;;4148,50;;3951,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;197,50;;;;
11.06.2025;08:50:58;;;2;000822;VERO-2taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;10.06.2025;09.08.2025;;;;3924,00;;3737,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;186,50;;;;
23.06.2025;10:00:59;;;2;000823;VERO-10 k.voda;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;10.06.2025;09.08.2025;;;;1323,00;;1260,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;63,00;;;;
11.06.2025;08:52:59;;;2;000824;VERO-7 gtc;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;10.06.2025;09.08.2025;;;;1323,00;;1260,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;63,00;;;;
11.06.2025;08:53:49;;;2;000825;makpetrol;100;\OR^E;1168;TP SENDVI^ARA 7;10.06.2025;17.06.2025;;;;8798,00;;8379,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;419,00;;;;
11.06.2025;08:54:34;;;2;000826;ZUR market-3 przino;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;10.06.2025;10.07.2025;;;;2157,00;;2054,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;102,50;;;;
23.06.2025;10:01:51;;;2;000827;ZUR market-6 lisi^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;10.06.2025;10.07.2025;;;;4314,00;;4108,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;205,50;;;;
11.06.2025;08:56:53;;;2;000828;podr.ramstore capitol moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;10.06.2025;09.08.2025;;;;934,50;;890,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;44,50;;;;
11.06.2025;08:57:26;;;2;000829;gtc;100;\OR^E;1432;RESTORAN KAJ XINO DOOOEL;10.06.2025;17.06.2025;;;;5460,00;;5200,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;260,00;;;;
16.06.2025;09:28:14;;;2;000830;VERO- n.banka;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;12.06.2025;11.08.2025;;;;4153,50;;3955,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;198,00;;;;
16.06.2025;09:28:46;;;2;000831;VERO-13 limak;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;11.06.2025;10.08.2025;;;;6564,50;;6252,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;312,50;;;;
12.06.2025;14:23:37;;;2;000832;podr.ramstore city moll;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;11.06.2025;10.08.2025;;;;5113,50;;4870,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;243,50;;;;
20.06.2025;09:39:35;;;2;000833;;100;\OR^E;877;INTEGRAL DOOEL;11.06.2025;26.06.2025;;;;11013,00;;10488,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;525,00;;;;
23.06.2025;10:02:19;;;2;000834;;100;\OR^E;883;SPECIJAL PRODUKT DOOEL;11.06.2025;11.06.2025;;;;47132,00;;44887,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;2244,50;;;;
12.06.2025;14:24:34;;;2;000835;;100;\OR^E;1028;MAKROPROM;11.06.2025;18.06.2025;;;;96332,00;;91745,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;4587,00;;;;
21.10.2025;12:14:53;;;2;000836;;100;\OR^E;51;PELISTER SKOPJE DOO;16.06.2025;23.06.2025;;;;21420,00;;20400,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;1020,00;;;;
16.06.2025;09:31:32;;;2;000837;VERO-4 bitola;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;12.06.2025;11.08.2025;;;;7115,50;;6776,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;339,00;;;;
16.06.2025;09:32:29;;;2;000838;REPTIL- radi[ani;100;\OR^E;1225;REPTIL DPTU;12.06.2025;12.07.2025;;;;3654,00;;3480,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;174,00;;;;
16.06.2025;09:33:05;;;2;000839;;100;\OR^E;1158;SEQ-IS;12.06.2025;19.06.2025;;;;15815,00;;15062,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;753,00;;;;
18.07.2025;14:57:37;;;2;000840;;100;\OR^E;37;GALEKS RA DOOEL;16.06.2025;23.06.2025;;;;6493,50;;6184,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;309,00;;;;
16.06.2025;14:13:33;;;2;000841;magacin saraj;100;\OR^E;187;DAUTI-KOMERC KE[&KERI;16.06.2025;16.07.2025;;;;146034,00;;139080,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;6954,00;;;;
16.06.2025;14:14:25;;;2;000842;aerodrom;100;\OR^E;1168;TP SENDVI^ARA 7;16.06.2025;23.06.2025;;;;13197,00;;12568,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;628,50;;;;
23.06.2025;10:03:12;;;2;000843;DIM market-4 hrom;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;5238,00;;4988,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;249,50;;;;
16.06.2025;14:16:59;;;2;000844;DIM market-22 gor^e;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;3654,00;;3480,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;174,00;;;;
16.06.2025;14:18:07;;;2;000845;DIM market-7 aerodrom;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;6267,00;;5968,50;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;298,50;;;;
16.06.2025;14:19:16;;;2;000846;DIM market-14 karpo[-4;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;7434,00;;7080,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;354,00;;;;
23.06.2025;10:04:54;;;2;000847;DIM market-21 voena;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;2667,00;;2540,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;127,00;;;;
23.06.2025;10:04:16;;;2;000848;DIM market-19centar;100;\OR^E;874;T.D.GRANDPROM ZUR DOO;16.06.2025;16.07.2025;;;;3591,00;;3420,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;171,00;;;;
19.06.2025;07:52:59;;;2;000849;podr.ramstore n.lisi^e;100;\OR^E;971;RAMSTORE MAKEDONIJA DOO SKOPJE;18.06.2025;18.07.2025;;;;4641,00;;4420,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;221,00;;;;
23.06.2025;10:05:45;;;2;000850;SUPER TINEKS-11 lisa;100;\OR^E;1201;TINEKS MT;17.06.2025;15.09.2025;;;;5516,00;;5253,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;263,00;;;;
18.06.2025;08:54:51;;;2;000851;VERO-2 taftalixe;100;\OR^E;1050;VEROPULOS DOOEL SKOPJE;17.06.2025;16.08.2025;;;;3051,00;;2906,00;0,00;0,00;0,000000;0,00;D;;;;;0,00;0;;0;;0;;0,00;145,00;;;;
